transaction_id,transaction_date,transaction_time,store_location,product_category,product_type,unit_price,quantity,total_sales
1393,2024-03-16,08:04:00,Downtown,Coffee,Americano,3.25,1,3.25
1394,2024-03-16,06:42:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1395,2024-03-16,19:00:00,Riverside,Bakery,Croissant,3.5,1,3.5
1396,2024-03-16,18:29:00,Riverside,Coffee,Americano,3.25,1,3.25
1397,2024-03-16,11:36:00,Downtown,Coffee,Latte,4.25,2,8.5
1398,2024-03-16,16:34:00,Downtown,Coffee,Americano,3.25,2,6.5
1399,2024-03-17,09:30:00,Riverside,Coffee,Latte,4.25,2,8.5
1400,2024-03-17,11:27:00,Downtown,Bakery,Bagel,2.75,1,2.75
1401,2024-03-17,19:54:00,Uptown Mall,Bakery,Croissant,3.5,2,7.0
1402,2024-03-17,09:25:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
1403,2024-03-17,18:46:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1404,2024-03-17,12:20:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1405,2024-03-17,17:28:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
1406,2024-03-17,13:54:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1407,2024-03-17,11:33:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1408,2024-03-17,06:50:00,Riverside,Bakery,Blueberry Muffin,3.25,3,9.75
1409,2024-03-17,15:52:00,Downtown,Coffee,Latte,4.25,1,4.25
1410,2024-03-17,15:25:00,Riverside,Coffee,Americano,3.25,2,6.5
1411,2024-03-17,13:16:00,Downtown,Coffee,Cold Brew,4.5,2,9.0
1412,2024-03-17,08:59:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
1413,2024-03-17,06:45:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1414,2024-03-18,18:09:00,Downtown,Tea,Green Tea,3.0,2,6.0
1415,2024-03-18,13:38:00,Riverside,Coffee,Espresso,2.75,1,2.75
1416,2024-03-18,07:12:00,Downtown,Coffee,Mocha,4.75,1,4.75
1417,2024-03-18,12:55:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1418,2024-03-18,07:52:00,Riverside,Coffee,Espresso,2.75,1,2.75
1419,2024-03-18,13:15:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
1420,2024-03-18,09:23:00,Riverside,Coffee,Espresso,2.75,1,2.75
1421,2024-03-18,11:35:00,Downtown,Coffee,Mocha,4.75,1,4.75
1422,2024-03-18,07:30:00,Downtown,Tea,Herbal Blend,3.1,1,3.1
1423,2024-03-18,14:37:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
1424,2024-03-18,06:09:00,Riverside,Bakery,Bagel,2.75,1,2.75
1425,2024-03-18,15:03:00,Downtown,Coffee,Espresso,2.75,1,2.75
1426,2024-03-18,09:40:00,Riverside,Coffee,Latte,4.25,1,4.25
1427,2024-03-18,16:55:00,Riverside,Coffee,Espresso,2.75,1,2.75
1428,2024-03-18,15:15:00,Riverside,Bakery,Croissant,3.5,1,3.5
1429,2024-03-18,09:46:00,Uptown Mall,Bakery,Blueberry Muffin,3.25,1,3.25
1430,2024-03-18,16:59:00,Riverside,Coffee,Mocha,4.75,1,4.75
1431,2024-03-19,09:25:00,Downtown,Coffee,Espresso,2.75,1,2.75
1432,2024-03-19,16:47:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1433,2024-03-19,18:15:00,Riverside,Merchandise,Reusable Cup,9.0,2,18.0
1434,2024-03-19,19:19:00,Riverside,Coffee,Latte,4.25,1,4.25
1435,2024-03-19,07:00:00,Downtown,Coffee,Mocha,4.75,2,9.5
1436,2024-03-19,11:04:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1437,2024-03-19,18:46:00,Downtown,Tea,Chai Latte,4.1,2,8.2
1438,2024-03-19,06:45:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
1439,2024-03-19,08:45:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1440,2024-03-19,16:20:00,Downtown,Coffee,Americano,3.25,1,3.25
1441,2024-03-19,10:02:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
1442,2024-03-19,19:00:00,Downtown,Coffee,Espresso,2.75,1,2.75
1443,2024-03-19,11:59:00,Riverside,Coffee,Americano,3.25,1,3.25
1444,2024-03-19,12:56:00,Downtown,Coffee,Americano,3.25,1,3.25
1445,2024-03-19,09:53:00,Downtown,Coffee,Americano,3.25,1,3.25
1446,2024-03-19,13:57:00,Uptown Mall,Merchandise,Reusable Cup,9.0,1,9.0
1447,2024-03-19,19:16:00,Uptown Mall,Tea,Green Tea,3.0,1,3.0
1448,2024-03-19,17:08:00,Downtown,Coffee,Espresso,2.75,1,2.75
1449,2024-03-20,08:07:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1450,2024-03-20,13:56:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1451,2024-03-20,14:45:00,Riverside,Tea,Earl Grey,3.0,1,3.0
1452,2024-03-20,18:38:00,Riverside,Tea,Herbal Blend,3.1,1,3.1
1453,2024-03-20,14:24:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1454,2024-03-20,19:36:00,Riverside,Merchandise,Gift Card,25.0,2,50.0
1455,2024-03-20,12:01:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1456,2024-03-20,15:15:00,Riverside,Bakery,Bagel,2.75,1,2.75
1457,2024-03-20,17:46:00,Downtown,Coffee,Latte,4.25,3,12.75
1458,2024-03-20,07:23:00,Downtown,Coffee,Latte,4.25,1,4.25
1459,2024-03-20,09:04:00,Riverside,Coffee,Mocha,4.75,1,4.75
1460,2024-03-20,13:06:00,Downtown,Bakery,Croissant,3.5,1,3.5
1461,2024-03-20,09:10:00,Downtown,Bakery,Blueberry Muffin,3.25,1,3.25
1462,2024-03-20,08:51:00,Downtown,Coffee,Mocha,4.75,1,4.75
1463,2024-03-20,17:00:00,Downtown,Coffee,Americano,3.25,1,3.25
1464,2024-03-20,19:38:00,Riverside,Coffee,Cappuccino,4.0,2,8.0
1465,2024-03-21,14:03:00,Uptown Mall,Tea,Green Tea,3.0,1,3.0
1466,2024-03-21,17:55:00,Downtown,Tea,Green Tea,3.0,1,3.0
1467,2024-03-21,15:01:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1468,2024-03-21,10:00:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1469,2024-03-21,08:18:00,Riverside,Coffee,Espresso,2.75,2,5.5
1470,2024-03-21,15:55:00,Riverside,Merchandise,Reusable Cup,9.0,1,9.0
1471,2024-03-21,13:47:00,Downtown,Tea,Chai Latte,4.1,2,8.2
1472,2024-03-21,18:56:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1473,2024-03-21,19:28:00,Downtown,Bakery,Blueberry Muffin,3.25,2,6.5
1474,2024-03-21,11:28:00,Riverside,Bakery,Croissant,3.5,1,3.5
1475,2024-03-21,10:26:00,Uptown Mall,Tea,Chai Latte,4.1,1,4.1
1476,2024-03-21,12:29:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
1477,2024-03-21,10:21:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1478,2024-03-21,13:46:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1479,2024-03-21,11:27:00,Downtown,Bakery,Croissant,3.5,2,7.0
1480,2024-03-21,07:54:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1481,2024-03-22,19:53:00,Riverside,Tea,Chai Latte,4.1,1,4.1
1482,2024-03-22,14:36:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1483,2024-03-22,17:02:00,Riverside,Coffee,Americano,3.25,1,3.25
1484,2024-03-22,11:50:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1485,2024-03-22,11:04:00,Downtown,Coffee,Mocha,4.75,1,4.75
1486,2024-03-22,10:02:00,Downtown,Coffee,Espresso,2.75,1,2.75
1487,2024-03-22,14:45:00,Riverside,Bakery,Croissant,3.5,2,7.0
1488,2024-03-22,14:58:00,Downtown,Bakery,Bagel,2.75,1,2.75
1489,2024-03-22,17:08:00,Riverside,Tea,Green Tea,3.0,1,3.0
1490,2024-03-22,19:05:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1491,2024-03-22,13:11:00,Riverside,Tea,Green Tea,3.0,1,3.0
1492,2024-03-22,14:54:00,Downtown,Coffee,Espresso,2.75,1,2.75
1493,2024-03-22,17:53:00,Downtown,Coffee,Cappuccino,4.0,2,8.0
1494,2024-03-22,14:54:00,Riverside,Coffee,Latte,4.25,1,4.25
1495,2024-03-23,11:28:00,Uptown Mall,Tea,Chai Latte,4.1,2,8.2
1496,2024-03-23,10:54:00,Riverside,Coffee,Espresso,2.75,1,2.75
1497,2024-03-23,17:23:00,Riverside,Coffee,Mocha,4.75,1,4.75
1498,2024-03-23,16:34:00,Downtown,Coffee,Americano,3.25,1,3.25
1499,2024-03-23,07:30:00,Riverside,Coffee,Americano,3.25,1,3.25
1500,2024-03-23,16:47:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1501,2024-03-23,08:37:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1502,2024-03-23,08:29:00,Downtown,Bakery,Bagel,2.75,1,2.75
1503,2024-03-23,17:22:00,Uptown Mall,Tea,Chai Latte,4.1,1,4.1
1504,2024-03-23,13:51:00,Downtown,Bakery,Bagel,2.75,2,5.5
1505,2024-03-23,07:20:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1506,2024-03-23,08:07:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1507,2024-03-23,19:56:00,Riverside,Merchandise,12oz Mug,12.0,1,12.0
1508,2024-03-23,14:38:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1509,2024-03-23,16:29:00,Riverside,Tea,Herbal Blend,3.1,1,3.1
1510,2024-03-23,19:15:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1511,2024-03-23,18:53:00,Riverside,Tea,Green Tea,3.0,3,9.0
1512,2024-03-23,16:47:00,Riverside,Merchandise,12oz Mug,12.0,1,12.0
1513,2024-03-23,14:12:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
1514,2024-03-23,11:19:00,Downtown,Merchandise,Gift Card,25.0,1,25.0
1515,2024-03-23,08:19:00,Downtown,Coffee,Espresso,2.75,1,2.75
1516,2024-03-23,09:05:00,Downtown,Coffee,Latte,4.25,2,8.5
1517,2024-03-23,09:31:00,Downtown,Coffee,Latte,4.25,1,4.25
1518,2024-03-23,13:19:00,Riverside,Tea,Earl Grey,3.0,1,3.0
1519,2024-03-24,09:53:00,Downtown,Coffee,Espresso,2.75,1,2.75
1520,2024-03-24,19:03:00,Riverside,Tea,Chai Latte,4.1,1,4.1
1521,2024-03-24,17:53:00,Uptown Mall,Coffee,Espresso,2.75,2,5.5
1522,2024-03-24,12:37:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1523,2024-03-24,06:06:00,Downtown,Coffee,Mocha,4.75,1,4.75
1524,2024-03-24,18:36:00,Uptown Mall,Merchandise,12oz Mug,12.0,1,12.0
1525,2024-03-24,13:04:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1526,2024-03-24,17:48:00,Uptown Mall,Bakery,Blueberry Muffin,3.25,1,3.25
1527,2024-03-24,16:25:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1528,2024-03-24,18:20:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1529,2024-03-24,14:35:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1530,2024-03-24,09:10:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1531,2024-03-24,10:24:00,Downtown,Merchandise,12oz Mug,12.0,3,36.0
1532,2024-03-24,15:38:00,Riverside,Tea,Earl Grey,3.0,1,3.0
1533,2024-03-24,13:15:00,Downtown,Merchandise,Gift Card,25.0,1,25.0
1534,2024-03-24,10:35:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1535,2024-03-24,16:50:00,Riverside,Bakery,Bagel,2.75,1,2.75
1536,2024-03-24,11:07:00,Riverside,Tea,Herbal Blend,3.1,2,6.2
1537,2024-03-24,12:08:00,Riverside,Bakery,Croissant,3.5,1,3.5
1538,2024-03-24,10:10:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
1539,2024-03-24,07:51:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
1540,2024-03-24,16:46:00,Downtown,Tea,Green Tea,3.0,1,3.0
1541,2024-03-25,17:01:00,Uptown Mall,Merchandise,12oz Mug,12.0,1,12.0
1542,2024-03-25,17:02:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1543,2024-03-25,19:19:00,Riverside,Coffee,Mocha,4.75,1,4.75
1544,2024-03-25,06:55:00,Downtown,Tea,Herbal Blend,3.1,1,3.1
1545,2024-03-25,09:31:00,Uptown Mall,Coffee,Espresso,2.75,2,5.5
1546,2024-03-25,16:31:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
1547,2024-03-25,13:35:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1548,2024-03-25,12:15:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1549,2024-03-25,18:58:00,Downtown,Coffee,Espresso,2.75,1,2.75
1550,2024-03-25,09:31:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1551,2024-03-25,13:59:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
1552,2024-03-25,12:16:00,Riverside,Coffee,Mocha,4.75,1,4.75
1553,2024-03-25,19:53:00,Downtown,Coffee,Americano,3.25,1,3.25
1554,2024-03-25,08:30:00,Downtown,Coffee,Latte,4.25,1,4.25
1555,2024-03-25,09:53:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
1556,2024-03-25,08:05:00,Downtown,Tea,Green Tea,3.0,1,3.0
1557,2024-03-25,10:19:00,Riverside,Merchandise,Gift Card,25.0,1,25.0
1558,2024-03-25,19:59:00,Downtown,Coffee,Mocha,4.75,1,4.75
1559,2024-03-25,10:51:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1560,2024-03-25,11:04:00,Downtown,Tea,Chai Latte,4.1,1,4.1
1561,2024-03-26,11:31:00,Riverside,Coffee,Cappuccino,4.0,2,8.0
1562,2024-03-26,07:39:00,Downtown,Coffee,Mocha,4.75,1,4.75
1563,2024-03-26,13:48:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1564,2024-03-26,09:57:00,Uptown Mall,Merchandise,12oz Mug,12.0,1,12.0
1565,2024-03-26,17:43:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1566,2024-03-26,07:10:00,Downtown,Bakery,Bagel,2.75,1,2.75
1567,2024-03-26,14:54:00,Uptown Mall,Coffee,Cold Brew,4.5,2,9.0
1568,2024-03-26,09:20:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1569,2024-03-26,10:51:00,Riverside,Coffee,Mocha,4.75,1,4.75
1570,2024-03-26,19:38:00,Riverside,Coffee,Espresso,2.75,1,2.75
1571,2024-03-26,08:42:00,Riverside,Coffee,Cappuccino,4.0,2,8.0
1572,2024-03-26,14:53:00,Downtown,Coffee,Cold Brew,4.5,2,9.0
1573,2024-03-26,09:38:00,Downtown,Tea,Herbal Blend,3.1,1,3.1
1574,2024-03-26,09:17:00,Uptown Mall,Merchandise,12oz Mug,12.0,2,24.0
1575,2024-03-26,12:58:00,Downtown,Coffee,Cold Brew,4.5,2,9.0
1576,2024-03-27,07:27:00,Downtown,Tea,Herbal Blend,3.1,1,3.1
1577,2024-03-27,09:42:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1578,2024-03-27,15:47:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1579,2024-03-27,10:45:00,Riverside,Bakery,Bagel,2.75,1,2.75
1580,2024-03-27,13:50:00,Uptown Mall,Tea,Green Tea,3.0,1,3.0
1581,2024-03-27,11:51:00,Uptown Mall,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1582,2024-03-27,08:10:00,Downtown,Coffee,Espresso,2.75,1,2.75
1583,2024-03-27,06:25:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1584,2024-03-27,13:15:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1585,2024-03-27,17:21:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1586,2024-03-27,19:26:00,Downtown,Coffee,Mocha,4.75,2,9.5
1587,2024-03-27,11:21:00,Downtown,Coffee,Latte,4.25,1,4.25
1588,2024-03-27,09:33:00,Downtown,Coffee,Mocha,4.75,1,4.75
1589,2024-03-27,15:33:00,Riverside,Coffee,Americano,3.25,1,3.25
1590,2024-03-27,19:15:00,Uptown Mall,Bakery,Blueberry Muffin,3.25,1,3.25
1591,2024-03-27,10:20:00,Downtown,Tea,Earl Grey,3.0,1,3.0
1592,2024-03-27,14:02:00,Riverside,Merchandise,Gift Card,25.0,1,25.0
1593,2024-03-28,14:56:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
1594,2024-03-28,18:04:00,Riverside,Tea,Earl Grey,3.0,2,6.0
1595,2024-03-28,09:26:00,Downtown,Bakery,Bagel,2.75,1,2.75
1596,2024-03-28,13:39:00,Downtown,Coffee,Latte,4.25,1,4.25
1597,2024-03-28,10:57:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1598,2024-03-28,15:22:00,Riverside,Coffee,Latte,4.25,1,4.25
1599,2024-03-28,11:22:00,Riverside,Bakery,Bagel,2.75,1,2.75
1600,2024-03-28,12:42:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1601,2024-03-28,19:50:00,Downtown,Coffee,Cold Brew,4.5,2,9.0
1602,2024-03-28,13:30:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1603,2024-03-28,13:23:00,Downtown,Tea,Earl Grey,3.0,1,3.0
1604,2024-03-28,16:53:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
1605,2024-03-29,08:03:00,Downtown,Coffee,Americano,3.25,1,3.25
1606,2024-03-29,18:35:00,Uptown Mall,Tea,Chai Latte,4.1,1,4.1
1607,2024-03-29,17:42:00,Uptown Mall,Coffee,Mocha,4.75,1,4.75
1608,2024-03-29,15:09:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1609,2024-03-29,16:07:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1610,2024-03-29,17:51:00,Riverside,Merchandise,Ground Coffee Bag,14.5,1,14.5
1611,2024-03-29,07:49:00,Downtown,Coffee,Latte,4.25,1,4.25
1612,2024-03-29,19:37:00,Downtown,Tea,Earl Grey,3.0,1,3.0
1613,2024-03-29,16:39:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1614,2024-03-29,13:48:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1615,2024-03-29,09:23:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1616,2024-03-29,14:50:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1617,2024-03-29,15:19:00,Downtown,Merchandise,Gift Card,25.0,1,25.0
1618,2024-03-29,11:32:00,Riverside,Coffee,Cappuccino,4.0,2,8.0
1619,2024-03-29,07:16:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
1620,2024-03-29,18:33:00,Riverside,Coffee,Espresso,2.75,1,2.75
1621,2024-03-29,19:29:00,Downtown,Merchandise,Ground Coffee Bag,14.5,1,14.5
1622,2024-03-29,13:14:00,Uptown Mall,Merchandise,12oz Mug,12.0,1,12.0
1623,2024-03-29,06:20:00,Riverside,Coffee,Espresso,2.75,1,2.75
1624,2024-03-29,07:34:00,Downtown,Coffee,Latte,4.25,1,4.25
1625,2024-03-29,18:23:00,Riverside,Tea,Herbal Blend,3.1,1,3.1
1626,2024-03-29,09:43:00,Riverside,Coffee,Espresso,2.75,1,2.75
1627,2024-03-29,11:11:00,Downtown,Bakery,Bagel,2.75,2,5.5
1628,2024-03-30,18:55:00,Downtown,Bakery,Croissant,3.5,2,7.0
1629,2024-03-30,13:39:00,Riverside,Bakery,Bagel,2.75,2,5.5
1630,2024-03-30,11:25:00,Downtown,Coffee,Espresso,2.75,2,5.5
1631,2024-03-30,11:31:00,Downtown,Coffee,Americano,3.25,2,6.5
1632,2024-03-30,16:07:00,Downtown,Bakery,Croissant,3.5,1,3.5
1633,2024-03-30,09:13:00,Downtown,Coffee,Mocha,4.75,1,4.75
1634,2024-03-30,12:23:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,2,5.0
1635,2024-03-30,16:10:00,Downtown,Merchandise,12oz Mug,12.0,1,12.0
1636,2024-03-30,17:00:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1637,2024-03-30,14:17:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1638,2024-03-30,14:39:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1639,2024-03-30,18:09:00,Downtown,Coffee,Espresso,2.75,1,2.75
1640,2024-03-30,15:29:00,Riverside,Coffee,Espresso,2.75,1,2.75
1641,2024-03-30,19:59:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
1642,2024-03-30,16:42:00,Downtown,Bakery,Bagel,2.75,1,2.75
1643,2024-03-30,12:05:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1644,2024-03-30,16:49:00,Riverside,Merchandise,12oz Mug,12.0,2,24.0
1645,2024-03-30,06:22:00,Riverside,Coffee,Cold Brew,4.5,1,4.5
1646,2024-03-30,13:14:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1647,2024-03-30,14:30:00,Riverside,Coffee,Espresso,2.75,2,5.5
1648,2024-03-30,10:39:00,Riverside,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1649,2024-03-30,06:21:00,Uptown Mall,Tea,Earl Grey,3.0,2,6.0
1650,2024-03-30,19:46:00,Riverside,Coffee,Espresso,2.75,1,2.75
1651,2024-03-30,17:22:00,Riverside,Coffee,Mocha,4.75,1,4.75
1652,2024-03-30,12:16:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1653,2024-03-30,13:10:00,Riverside,Merchandise,Reusable Cup,9.0,2,18.0
1654,2024-03-30,11:15:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1655,2024-03-30,06:16:00,Uptown Mall,Coffee,Espresso,2.75,2,5.5
1656,2024-03-30,15:44:00,Downtown,Coffee,Cold Brew,4.5,2,9.0
1657,2024-03-31,07:30:00,Riverside,Tea,Earl Grey,3.0,1,3.0
1658,2024-03-31,12:21:00,Riverside,Coffee,Cappuccino,4.0,1,4.0
1659,2024-03-31,06:35:00,Riverside,Bakery,Bagel,2.75,1,2.75
1660,2024-03-31,06:46:00,Riverside,Coffee,Latte,4.25,1,4.25
1661,2024-03-31,18:21:00,Downtown,Bakery,Chocolate Chip Cookie,2.5,1,2.5
1662,2024-03-31,10:17:00,Downtown,Coffee,Americano,3.25,1,3.25
1663,2024-03-31,15:46:00,Downtown,Coffee,Latte,4.25,1,4.25
1664,2024-03-31,07:41:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1665,2024-03-31,14:30:00,Uptown Mall,Coffee,Espresso,2.75,2,5.5
1666,2024-03-31,09:12:00,Downtown,Coffee,Latte,4.25,2,8.5
1667,2024-03-31,18:18:00,Riverside,Merchandise,Reusable Cup,9.0,1,9.0
1668,2024-03-31,07:34:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1669,2024-03-31,14:40:00,Uptown Mall,Coffee,Cold Brew,4.5,1,4.5
1670,2024-03-31,10:52:00,Uptown Mall,Coffee,Americano,3.25,2,6.5
1671,2024-03-31,06:26:00,Downtown,Coffee,Mocha,4.75,1,4.75
1672,2024-03-31,06:24:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
1673,2024-03-31,14:04:00,Downtown,Tea,Herbal Blend,3.1,2,6.2
1674,2024-03-31,19:42:00,Downtown,Coffee,Mocha,4.75,2,9.5
1675,2024-03-31,15:50:00,Downtown,Coffee,Espresso,2.75,1,2.75
1676,2024-03-31,13:36:00,Downtown,Bakery,Blueberry Muffin,3.25,1,3.25
1677,2024-03-31,06:22:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1678,2024-03-31,17:39:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
1679,2024-03-31,11:35:00,Uptown Mall,Bakery,Blueberry Muffin,3.25,1,3.25
1680,2024-03-31,13:00:00,Uptown Mall,Merchandise,12oz Mug,12.0,1,12.0
1681,2024-03-31,11:19:00,Uptown Mall,Bakery,Bagel,2.75,1,2.75
1682,2024-03-31,16:16:00,Downtown,Bakery,Croissant,3.5,1,3.5
1683,2024-04-01,10:56:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1684,2024-04-01,12:06:00,Downtown,Coffee,Mocha,4.75,1,4.75
1685,2024-04-01,06:57:00,Uptown Mall,Coffee,Cappuccino,4.0,2,8.0
1686,2024-04-01,13:42:00,Uptown Mall,Bakery,Croissant,3.5,1,3.5
1687,2024-04-01,07:47:00,Riverside,Tea,Chai Latte,4.1,1,4.1
1688,2024-04-01,07:01:00,Uptown Mall,Tea,Herbal Blend,3.1,1,3.1
1689,2024-04-01,15:28:00,Downtown,Coffee,Americano,3.25,1,3.25
1690,2024-04-01,19:42:00,Uptown Mall,Coffee,Espresso,2.75,1,2.75
1691,2024-04-01,13:12:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1692,2024-04-01,08:08:00,Riverside,Bakery,Bagel,2.75,1,2.75
1693,2024-04-01,19:28:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1694,2024-04-01,12:22:00,Riverside,Coffee,Espresso,2.75,1,2.75
1695,2024-04-01,19:36:00,Uptown Mall,Coffee,Americano,3.25,1,3.25
1696,2024-04-01,09:15:00,Uptown Mall,Coffee,Cappuccino,4.0,1,4.0
1697,2024-04-01,19:33:00,Riverside,Merchandise,Reusable Cup,9.0,3,27.0
1698,2024-04-01,15:50:00,Riverside,Bakery,Blueberry Muffin,3.25,1,3.25
1699,2024-04-02,06:01:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
1700,2024-04-02,09:18:00,Riverside,Coffee,Mocha,4.75,1,4.75
1701,2024-04-02,09:34:00,Downtown,Bakery,Blueberry Muffin,3.25,1,3.25
1702,2024-04-02,13:46:00,Downtown,Coffee,Mocha,4.75,1,4.75
1703,2024-04-02,14:22:00,Riverside,Coffee,Americano,3.25,1,3.25
1704,2024-04-02,16:12:00,Downtown,Coffee,Cappuccino,4.0,1,4.0
1705,2024-04-02,09:49:00,Uptown Mall,Coffee,Latte,4.25,1,4.25
1706,2024-04-02,08:33:00,Downtown,Coffee,Cappuccino,4.0,2,8.0
1707,2024-04-02,18:07:00,Downtown,Bakery,Blueberry Muffin,3.25,1,3.25
1708,2024-04-02,08:08:00,Downtown,Tea,Chai Latte,4.1,1,4.1
1709,2024-04-02,13:23:00,Riverside,Coffee,Cappuccino,4.0,2,8.0
1710,2024-04-02,07:46:00,Riverside,Coffee,Latte,4.25,1,4.25
1711,2024-04-02,09:47:00,Riverside,Bakery,Blueberry Muffin,3.25,2,6.5
1712,2024-04-02,15:26:00,Uptown Mall,Coffee,Mocha,4.75,1,4.75
1713,2024-04-02,14:50:00,Downtown,Coffee,Mocha,4.75,2,9.5
1714,2024-04-02,07:27:00,Downtown,Merchandise,Reusable Cup,9.0,1,9.0
1715,2024-04-03,19:28:00,Downtown,Coffee,Cold Brew,4.5,1,4.5
